asylum_location_code,gender,age_range,population,year
LKA,f,12-17,19,2020
LKA,f,18-59,25,2020
LKA,f,60+,0,2020
LKA,m,0-4,11,2020
LKA,m,5-11,14,2020
LKA,m,12-17,5,2020
LKA,m,18-59,61,2020
LKA,m,60+,0,2020
LTU,f,0-4,0,2020
LTU,f,5-11,0,2020
LTU,f,12-17,0,2020
LTU,f,18-59,0,2020
LTU,f,60+,0,2020
LTU,m,0-4,0,2020
LTU,m,5-11,0,2020
LTU,m,12-17,0,2020
LTU,m,18-59,0,2020
LTU,m,60+,0,2020
LTU,f,0-4,0,2020
LTU,f,5-11,0,2020
LTU,f,12-17,0,2020
LTU,f,18-59,0,2020
LTU,f,60+,0,2020
LTU,m,0-4,0,2020
LTU,m,5-11,0,2020
LTU,m,12-17,0,2020
LTU,m,18-59,0,2020
LTU,m,60+,0,2020
LUX,f,0-4,0,2020
LUX,f,5-11,0,2020
LUX,f,12-17,0,2020
LUX,f,18-59,0,2020
LUX,f,60+,0,2020
LUX,m,0-4,0,2020
LUX,m,5-11,0,2020
LUX,m,12-17,0,2020
LUX,m,18-59,0,2020
LUX,m,60+,0,2020
LUX,f,0-4,0,2020
LUX,f,5-11,0,2020
LUX,f,12-17,0,2020
LUX,f,18-59,0,2020
LUX,f,60+,0,2020
LUX,m,0-4,0,2020
LUX,m,5-11,0,2020
LUX,m,12-17,0,2020
LUX,m,18-59,0,2020
LUX,m,60+,0,2020
LVA,f,0-4,0,2020
LVA,f,5-11,0,2020
LVA,f,12-17,0,2020
LVA,f,18-59,0,2020
LVA,f,60+,0,2020
LVA,m,0-4,0,2020
LVA,m,5-11,0,2020
LVA,m,12-17,0,2020
LVA,m,18-59,0,2020
LVA,m,60+,0,2020
LVA,f,0-4,0,2020
LVA,f,5-11,0,2020
LVA,f,12-17,0,2020
LVA,f,18-59,0,2020
LVA,f,60+,0,2020
LVA,m,0-4,0,2020
LVA,m,5-11,0,2020
LVA,m,12-17,0,2020
LVA,m,18-59,0,2020
LVA,m,60+,0,2020
MAR,f,0-4,0,2020
MAR,f,5-11,5,2020
MAR,f,12-17,0,2020
MAR,f,18-59,0,2020
MAR,f,60+,0,2020
MAR,m,0-4,0,2020
MAR,m,5-11,0,2020
MAR,m,12-17,0,2020
MAR,m,18-59,0,2020
MAR,m,60+,0,2020
MAR,f,0-4,0,2020
MAR,f,5-11,0,2020
MAR,f,12-17,0,2020
MAR,f,18-59,0,2020
MAR,f,60+,0,2020
MAR,m,0-4,0,2020
MAR,m,5-11,0,2020
MAR,m,12-17,0,2020
MAR,m,18-59,5,2020
MAR,m,60+,0,2020
MDA,f,0-4,0,2020
MDA,f,5-11,0,2020
MDA,f,12-17,0,2020
MDA,f,18-59,6,2020
MDA,f,60+,0,2020
MDA,m,0-4,0,2020
MDA,m,5-11,8,2020
MDA,m,12-17,0,2020
MDA,m,18-59,10,2020
MDA,m,60+,0,2020
MDG,f,0-4,0,2020
MDG,f,5-11,0,2020
MDG,f,12-17,0,2020
MDG,f,18-59,0,2020
MDG,f,60+,0,2020
MDG,m,0-4,0,2020
MDG,m,5-11,0,2020
MDG,m,12-17,0,2020
MDG,m,18-59,9,2020
MDG,m,60+,0,2020
MDG,f,0-4,0,2020
MDG,f,5-11,0,2020
MDG,f,12-17,0,2020
MDG,f,18-59,0,2020
MDG,f,60+,0,2020
MDG,m,0-4,0,2020
MDG,m,5-11,0,2020
MDG,m,12-17,0,2020
MDG,m,18-59,10,2020
MDG,m,60+,0,2020
MEX,f,0-4,0,2020
MEX,f,5-11,0,2020
MEX,f,12-17,0,2020
MEX,f,18-59,0,2020
MEX,f,60+,0,2020
MEX,m,0-4,0,2020
MEX,m,5-11,0,2020
MEX,m,12-17,0,2020
MEX,m,18-59,0,2020
MEX,m,60+,0,2020
MKD,f,0-4,0,2020
MKD,f,5-11,0,2020
MKD,f,12-17,0,2020
MKD,f,18-59,6,2020
MKD,f,60+,0,2020
MKD,m,0-4,0,2020
MKD,m,5-11,0,2020
MKD,m,12-17,0,2020
MKD,m,18-59,0,2020
MKD,m,60+,0,2020
MKD,f,0-4,0,2020
MKD,f,5-11,6,2020
MKD,f,12-17,0,2020
MKD,f,18-59,0,2020
MKD,f,60+,0,2020
MKD,m,0-4,0,2020
MKD,m,5-11,0,2020
MKD,m,12-17,0,2020
MKD,m,18-59,0,2020
MKD,m,60+,0,2020
MNE,f,0-4,0,2020
MNE,f,5-11,0,2020
MNE,f,12-17,0,2020
MNE,f,18-59,0,2020
MNE,f,60+,0,2020
MNE,m,0-4,0,2020
MNE,m,5-11,0,2020
MNE,m,12-17,0,2020
MNE,m,18-59,6,2020
MNE,m,60+,0,2020
MNG,f,0-4,0,2020
MNG,f,5-11,0,2020
MNG,f,12-17,0,2020
MNG,f,18-59,0,2020
MNG,f,60+,0,2020
MNG,m,0-4,0,2020
MNG,m,5-11,0,2020
MNG,m,12-17,0,2020
MNG,m,18-59,5,2020
MNG,m,60+,0,2020
MYS,f,0-4,57,2020
MYS,f,5-11,72,2020
MYS,f,12-17,56,2020
MYS,f,18-59,280,2020
MYS,f,60+,17,2020
MYS,m,0-4,66,2020
MYS,m,5-11,75,2020
MYS,m,12-17,129,2020
MYS,m,18-59,393,2020
MYS,m,60+,8,2020
MYS,f,0-4,58,2020
MYS,f,5-11,124,2020
MYS,f,12-17,95,2020
MYS,f,18-59,407,2020
MYS,f,60+,24,2020
MYS,m,0-4,54,2020
MYS,m,5-11,145,2020
MYS,m,12-17,128,2020
MYS,m,18-59,460,2020
MYS,m,60+,22,2020
NGA,f,0-4,0,2020
NGA,f,5-11,0,2020
NGA,f,12-17,0,2020
NGA,f,18-59,0,2020
NGA,f,60+,0,2020
NGA,m,0-4,0,2020
NGA,m,5-11,0,2020
NGA,m,12-17,0,2020
NGA,m,18-59,5,2020
NGA,m,60+,0,2020
NLD,f,0-4,0,2020
NLD,f,5-11,0,2020
NLD,f,12-17,0,2020
NLD,f,18-59,0,2020
NLD,f,60+,0,2020
NLD,m,0-4,0,2020
NLD,m,5-11,0,2020
NLD,m,12-17,0,2020
NLD,m,18-59,0,2020
NLD,m,60+,0,2020
NLD,f,0-4,0,2020
NLD,f,5-11,0,2020
NLD,f,12-17,0,2020
NLD,f,18-59,0,2020
NLD,f,60+,0,2020
NLD,m,0-4,0,2020
NLD,m,5-11,0,2020
NLD,m,12-17,0,2020
NLD,m,18-59,0,2020
NLD,m,60+,0,2020
NOR,f,0-4,0,2020
NOR,f,5-11,0,2020
NOR,f,12-17,0,2020
NOR,f,18-59,0,2020
NOR,f,60+,0,2020
NOR,m,0-4,0,2020
NOR,m,5-11,0,2020
NOR,m,12-17,0,2020
NOR,m,18-59,0,2020
NOR,m,60+,0,2020
NOR,f,0-4,0,2020
NOR,f,5-11,0,2020
NOR,f,12-17,0,2020
NOR,f,18-59,0,2020
NOR,f,60+,0,2020
NOR,m,0-4,0,2020
NOR,m,5-11,0,2020
NOR,m,12-17,0,2020
NOR,m,18-59,0,2020
NOR,m,60+,0,2020
NPL,f,0-4,0,2020
NPL,f,5-11,9,2020
NPL,f,12-17,0,2020
NPL,f,18-59,16,2020
NPL,f,60+,0,2020
NPL,m,0-4,0,2020
NPL,m,5-11,5,2020
NPL,m,12-17,5,2020
NPL,m,18-59,17,2020
NPL,m,60+,0,2020
NRU,f,0-4,0,2020
NRU,f,5-11,0,2020
NRU,f,12-17,0,2020
NRU,f,18-59,5,2020
NRU,f,60+,0,2020
NRU,m,0-4,0,2020
NRU,m,5-11,0,2020
NRU,m,12-17,0,2020
NRU,m,18-59,24,2020
NRU,m,60+,0,2020
NZL,f,0-4,0,2020
NZL,f,5-11,0,2020
NZL,f,12-17,0,2020
NZL,f,18-59,0,2020
NZL,f,60+,0,2020
NZL,m,0-4,0,2020
NZL,m,5-11,0,2020
NZL,m,12-17,0,2020
NZL,m,18-59,0,2020
NZL,m,60+,0,2020
NZL,f,0-4,0,2020
NZL,f,5-11,0,2020
NZL,f,12-17,0,2020
NZL,f,18-59,0,2020
NZL,f,60+,0,2020
NZL,m,0-4,0,2020
NZL,m,5-11,0,2020
NZL,m,12-17,0,2020
NZL,m,18-59,0,2020
NZL,m,60+,0,2020
PAK,f,0-4,512,2020
PAK,f,5-11,1177,2020
PAK,f,12-17,760,2020
PAK,f,18-59,2410,2020
PAK,f,60+,122,2020
PAK,m,0-4,517,2020
PAK,m,5-11,1226,2020
PAK,m,12-17,890,2020
PAK,m,18-59,1940,2020
PAK,m,60+,114,2020
PAK,f,0-4,0,2020
PAK,f,5-11,0,2020
PAK,f,12-17,8,2020
PAK,f,18-59,0,2020
PAK,f,60+,0,2020
PAK,m,0-4,0,2020
PAK,m,5-11,0,2020
PAK,m,12-17,0,2020
PAK,m,18-59,0,2020
PAK,m,60+,0,2020
PAK,f,0-4,49878,2020
PAK,f,5-11,147686,2020
PAK,f,12-17,110534,2020
PAK,f,18-59,332525,2020
PAK,f,60+,26595,2020
PAK,m,0-4,53559,2020
PAK,m,5-11,156817,2020
PAK,m,12-17,117680,2020
PAK,m,18-59,397836,2020
PAK,m,60+,45322,2020
PAN,f,0-4,0,2020
PAN,f,5-11,0,2020
PAN,f,12-17,0,2020
PAN,f,18-59,0,2020
PAN,f,60+,0,2020
PAN,m,0-4,0,2020
PAN,m,5-11,0,2020
PAN,m,12-17,0,2020
PAN,m,18-59,0,2020
PAN,m,60+,0,2020
PAN,f,0-4,0,2020
PAN,f,5-11,0,2020
PAN,f,12-17,0,2020
PAN,f,18-59,0,2020
PAN,f,60+,0,2020
PAN,m,0-4,0,2020
PAN,m,5-11,0,2020
PAN,m,12-17,0,2020
PAN,m,18-59,0,2020
PAN,m,60+,0,2020
PER,f,0-4,0,2020
PER,f,5-11,0,2020
PER,f,12-17,0,2020
PER,f,18-59,0,2020
PER,f,60+,0,2020
PER,m,0-4,0,2020
PER,m,5-11,0,2020
PER,m,12-17,0,2020
PER,m,18-59,0,2020
PER,m,60+,0,2020
PHL,f,0-4,0,2020
PHL,f,5-11,0,2020
PHL,f,12-17,0,2020
PHL,f,18-59,0,2020
PHL,f,60+,0,2020
PHL,m,0-4,0,2020
PHL,m,5-11,0,2020
PHL,m,12-17,0,2020
PHL,m,18-59,9,2020
PHL,m,60+,0,2020
PNG,f,0-4,0,2020
PNG,f,5-11,0,2020
PNG,f,12-17,0,2020
PNG,f,18-59,0,2020
PNG,f,60+,0,2020
PNG,m,0-4,0,2020
PNG,m,5-11,0,2020
PNG,m,12-17,0,2020
PNG,m,18-59,35,2020
PNG,m,60+,0,2020
POL,f,0-4,0,2020
POL,f,5-11,0,2020
POL,f,12-17,0,2020
POL,f,18-59,0,2020
POL,f,60+,0,2020
POL,m,0-4,0,2020
POL,m,5-11,0,2020
POL,m,12-17,0,2020
POL,m,18-59,0,2020
POL,m,60+,0,2020
POL,f,0-4,0,2020
POL,f,5-11,0,2020
POL,f,12-17,0,2020
POL,f,18-59,0,2020
POL,f,60+,0,2020
POL,m,0-4,0,2020
POL,m,5-11,0,2020
POL,m,12-17,0,2020
POL,m,18-59,0,2020
POL,m,60+,0,2020
PRT,f,0-4,0,2020
PRT,f,5-11,0,2020
PRT,f,12-17,0,2020
PRT,f,18-59,0,2020
PRT,f,60+,0,2020
PRT,m,0-4,0,2020
PRT,m,5-11,0,2020
PRT,m,12-17,0,2020
PRT,m,18-59,0,2020
PRT,m,60+,0,2020
PRT,f,0-4,0,2020
PRT,f,5-11,0,2020
PRT,f,12-17,0,2020
PRT,f,18-59,0,2020
PRT,f,60+,0,2020
PRT,m,0-4,0,2020
PRT,m,5-11,0,2020
PRT,m,12-17,0,2020
PRT,m,18-59,0,2020
PRT,m,60+,0,2020
ROU,f,0-4,0,2020
ROU,f,5-11,0,2020
ROU,f,12-17,0,2020
ROU,f,18-59,0,2020
ROU,f,60+,0,2020
ROU,m,0-4,0,2020
ROU,m,5-11,0,2020
ROU,m,12-17,0,2020
ROU,m,18-59,0,2020
ROU,m,60+,0,2020
ROU,f,0-4,7,2020
ROU,f,5-11,0,2020
ROU,f,12-17,5,2020
ROU,f,18-59,18,2020
ROU,f,60+,0,2020
ROU,m,0-4,5,2020
ROU,m,5-11,8,2020
ROU,m,12-17,16,2020
ROU,m,18-59,111,2020
ROU,m,60+,0,2020
RUS,f,0-4,0,2020
RUS,f,5-11,0,2020
RUS,f,12-17,0,2020
RUS,f,18-59,0,2020
RUS,f,60+,0,2020
RUS,m,0-4,0,2020
RUS,m,5-11,0,2020
RUS,m,12-17,0,2020
RUS,m,18-59,0,2020
RUS,m,60+,0,2020
RUS,f,0-4,0,2020
RUS,f,5-11,0,2020
RUS,f,12-17,0,2020
RUS,f,18-59,0,2020
RUS,f,60+,0,2020
RUS,m,0-4,0,2020
RUS,m,5-11,0,2020
RUS,m,12-17,0,2020
RUS,m,18-59,0,2020
RUS,m,60+,0,2020
SAU,f,0-4,0,2020
SAU,f,5-11,0,2020
SAU,f,12-17,0,2020
SAU,f,18-59,0,2020
SAU,f,60+,0,2020
SAU,m,0-4,0,2020
SAU,m,5-11,0,2020
SAU,m,12-17,0,2020
SAU,m,18-59,0,2020
SAU,m,60+,0,2020
SDN,f,0-4,0,2020
SDN,f,5-11,5,2020
SDN,f,12-17,0,2020
SDN,f,18-59,0,2020
SDN,f,60+,0,2020
SDN,m,0-4,0,2020
SDN,m,5-11,0,2020
SDN,m,12-17,0,2020
SDN,m,18-59,0,2020
SDN,m,60+,0,2020
SRB,f,0-4,0,2020
SRB,f,5-11,0,2020
SRB,f,12-17,0,2020
SRB,f,18-59,0,2020
SRB,f,60+,0,2020
SRB,m,0-4,0,2020
SRB,m,5-11,0,2020
SRB,m,12-17,0,2020
SRB,m,18-59,5,2020
SRB,m,60+,0,2020
SRB,f,0-4,0,2020
SRB,f,5-11,0,2020
SRB,f,12-17,0,2020
SRB,f,18-59,0,2020
SRB,f,60+,0,2020
SRB,m,0-4,0,2020
SRB,m,5-11,0,2020
SRB,m,12-17,0,2020
SRB,m,18-59,0,2020
SRB,m,60+,0,2020
SRB,f,0-4,0,2020
SRB,f,5-11,0,2020
SRB,f,12-17,0,2020
SRB,f,18-59,0,2020
SRB,f,60+,0,2020
SRB,m,0-4,0,2020
SRB,m,5-11,0,2020
SRB,m,12-17,0,2020
SRB,m,18-59,0,2020
SRB,m,60+,0,2020
SVK,f,0-4,0,2020
SVK,f,5-11,0,2020
SVK,f,12-17,0,2020
SVK,f,18-59,0,2020
SVK,f,60+,0,2020
SVK,m,0-4,0,2020
SVK,m,5-11,0,2020
SVK,m,12-17,0,2020
SVK,m,18-59,0,2020
SVK,m,60+,0,2020
SVN,f,0-4,0,2020
SVN,f,5-11,0,2020
SVN,f,12-17,0,2020
SVN,f,18-59,0,2020
SVN,f,60+,0,2020
SVN,m,0-4,0,2020
SVN,m,5-11,0,2020
SVN,m,12-17,0,2020
SVN,m,18-59,0,2020
SVN,m,60+,0,2020
SVN,f,0-4,0,2020
SVN,f,5-11,0,2020
SVN,f,12-17,0,2020
SVN,f,18-59,0,2020
SVN,f,60+,0,2020
SVN,m,0-4,0,2020
SVN,m,5-11,0,2020
SVN,m,12-17,0,2020
SVN,m,18-59,0,2020
SVN,m,60+,0,2020
SWE,f,0-4,0,2020
SWE,f,5-11,0,2020
SWE,f,12-17,0,2020
SWE,f,18-59,0,2020
SWE,f,60+,0,2020
SWE,m,0-4,0,2020
SWE,m,5-11,0,2020
SWE,m,12-17,0,2020
SWE,m,18-59,0,2020
SWE,m,60+,0,2020
SWE,f,0-4,0,2020
SWE,f,5-11,0,2020
SWE,f,12-17,0,2020
SWE,f,18-59,0,2020
SWE,f,60+,0,2020
SWE,m,0-4,0,2020
SWE,m,5-11,0,2020
SWE,m,12-17,0,2020
SWE,m,18-59,0,2020
SWE,m,60+,0,2020
SYR,f,0-4,0,2020
SYR,f,5-11,14,2020
SYR,f,12-17,0,2020
SYR,f,18-59,8,2020
SYR,f,60+,0,2020
SYR,m,0-4,9,2020
SYR,m,5-11,0,2020
SYR,m,12-17,0,2020
SYR,m,18-59,9,2020
SYR,m,60+,0,2020
SYR,f,0-4,41,2020
SYR,f,5-11,63,2020
SYR,f,12-17,69,2020
SYR,f,18-59,337,2020
SYR,f,60+,21,2020
SYR,m,0-4,53,2020
SYR,m,5-11,67,2020
SYR,m,12-17,86,2020
SYR,m,18-59,319,2020
SYR,m,60+,51,2020
THA,f,0-4,0,2020
THA,f,5-11,0,2020
THA,f,12-17,0,2020
THA,f,18-59,7,2020
THA,f,60+,0,2020
THA,m,0-4,0,2020
THA,m,5-11,0,2020
THA,m,12-17,5,2020
THA,m,18-59,6,2020
THA,m,60+,0,2020
THA,f,0-4,12,2020
THA,f,5-11,11,2020
THA,f,12-17,11,2020
THA,f,18-59,33,2020
THA,f,60+,0,2020
THA,m,0-4,9,2020
THA,m,5-11,8,2020
THA,m,12-17,12,2020
THA,m,18-59,64,2020
THA,m,60+,0,2020
TJK,f,0-4,0,2020
TJK,f,5-11,0,2020
TJK,f,12-17,0,2020
TJK,f,18-59,0,2020
TJK,f,60+,0,2020
TJK,m,0-4,0,2020
TJK,m,5-11,0,2020
TJK,m,12-17,0,2020
TJK,m,18-59,0,2020
TJK,m,60+,0,2020
TJK,f,0-4,0,2020
TJK,f,5-11,0,2020
TJK,f,12-17,0,2020
TJK,f,18-59,0,2020
TJK,f,60+,0,2020
TJK,m,0-4,0,2020
TJK,m,5-11,0,2020
TJK,m,12-17,0,2020
TJK,m,18-59,0,2020
TJK,m,60+,0,2020
TKM,f,0-4,0,2020
TKM,f,5-11,0,2020
TKM,f,12-17,0,2020
TKM,f,18-59,7,2020
TKM,f,60+,0,2020
TKM,m,0-4,0,2020
TKM,m,5-11,0,2020
TKM,m,12-17,0,2020
TKM,m,18-59,7,2020
TKM,m,60+,0,2020
TUR,f,0-4,7816,2020
TUR,f,5-11,9860,2020
TUR,f,12-17,6106,2020
TUR,f,18-59,24170,2020
TUR,f,60+,1099,2020
TUR,m,0-4,8300,2020
TUR,m,5-11,11147,2020
TUR,m,12-17,8402,2020
TUR,m,18-59,46908,2020
TUR,m,60+,1296,2020
TUR,f,0-4,0,2020
TUR,f,5-11,0,2020
TUR,f,12-17,0,2020
TUR,f,18-59,0,2020
TUR,f,60+,0,2020
TUR,m,0-4,0,2020
TUR,m,5-11,0,2020
TUR,m,12-17,0,2020
TUR,m,18-59,0,2020
TUR,m,60+,0,2020
UKR,f,0-4,21,2020
UKR,f,5-11,37,2020
UKR,f,12-17,27,2020
UKR,f,18-59,144,2020
UKR,f,60+,8,2020
UKR,m,0-4,28,2020
UKR,m,5-11,34,2020
UKR,m,12-17,33,2020
UKR,m,18-59,331,2020
UKR,m,60+,10,2020
UKR,f,0-4,0,2020
UKR,f,5-11,0,2020
UKR,f,12-17,0,2020
UKR,f,18-59,0,2020
UKR,f,60+,0,2020
UKR,m,0-4,0,2020
UKR,m,5-11,0,2020
UKR,m,12-17,0,2020
UKR,m,18-59,0,2020
UKR,m,60+,0,2020
URY,f,0-4,0,2020
URY,f,5-11,0,2020
URY,f,12-17,0,2020
URY,f,18-59,0,2020
URY,f,60+,0,2020
URY,m,0-4,0,2020
URY,m,5-11,0,2020
URY,m,12-17,0,2020
URY,m,18-59,7,2020
URY,m,60+,0,2020
USA,f,0-4,0,2020
USA,f,5-11,0,2020
USA,f,12-17,0,2020
USA,f,18-59,0,2020
USA,f,60+,0,2020
USA,m,0-4,0,2020
USA,m,5-11,0,2020
USA,m,12-17,0,2020
USA,m,18-59,0,2020
USA,m,60+,0,2020
USA,f,0-4,0,2020
USA,f,5-11,0,2020
USA,f,12-17,0,2020
USA,f,18-59,0,2020
USA,f,60+,0,2020
USA,m,0-4,0,2020
USA,m,5-11,0,2020
USA,m,12-17,0,2020
USA,m,18-59,0,2020
USA,m,60+,0,2020
UZB,f,0-4,0,2020
UZB,f,5-11,0,2020
UZB,f,12-17,0,2020
UZB,f,18-59,6,2020
UZB,f,60+,0,2020
UZB,m,0-4,0,2020
UZB,m,5-11,0,2020
UZB,m,12-17,0,2020
UZB,m,18-59,7,2020
UZB,m,60+,0,2020
VEN,f,0-4,0,2020
VEN,f,5-11,5,2020
VEN,f,12-17,0,2020
VEN,f,18-59,0,2020
VEN,f,60+,0,2020
VEN,m,0-4,0,2020
VEN,m,5-11,0,2020
VEN,m,12-17,0,2020
VEN,m,18-59,5,2020
VEN,m,60+,0,2020
ZAF,f,0-4,0,2020
ZAF,f,5-11,0,2020
ZAF,f,12-17,9,2020
ZAF,f,18-59,0,2020
ZAF,f,60+,0,2020
ZAF,m,0-4,0,2020
ZAF,m,5-11,5,2020
ZAF,m,12-17,0,2020
ZAF,m,18-59,6,2020
ZAF,m,60+,0,2020
ZAF,f,0-4,0,2020
ZAF,f,5-11,0,2020
ZAF,f,12-17,0,2020
ZAF,f,18-59,0,2020
ZAF,f,60+,0,2020
ZAF,m,0-4,0,2020
ZAF,m,5-11,0,2020
ZAF,m,12-17,0,2020
ZAF,m,18-59,5,2020
ZAF,m,60+,0,2020
AFG,f,0-4,49249,2021
AFG,f,5-11,50819,2021
AFG,f,12-17,40469,2021
AFG,f,18-59,92787,2021
AFG,f,60+,10082,2021
AFG,m,0-4,49176,2021
AFG,m,5-11,51752,2021
AFG,m,12-17,43798,2021
AFG,m,18-59,94864,2021
AFG,m,60+,11714,2021
AFG,f,0-4,8903,2021
AFG,f,5-11,8927,2021
AFG,f,12-17,5937,2021
AFG,f,18-59,19314,2021
AFG,f,60+,594,2021
AFG,m,0-4,8974,2021
AFG,m,5-11,5108,2021
AFG,m,12-17,4867,2021
AFG,m,18-59,18278,2021
AFG,m,60+,1840,2021
ALB,f,0-4,0,2021
ALB,f,5-11,8,2021
ALB,f,12-17,0,2021
ALB,f,18-59,0,2021
ALB,f,60+,0,2021
ALB,m,0-4,0,2021
ALB,m,5-11,0,2021
ALB,m,12-17,0,2021
ALB,m,18-59,0,2021
ALB,m,60+,0,2021
ALB,f,0-4,0,2021
ALB,f,5-11,5,2021
ALB,f,12-17,0,2021
ALB,f,18-59,0,2021
ALB,f,60+,0,2021
ALB,m,0-4,0,2021
ALB,m,5-11,0,2021
ALB,m,12-17,0,2021
ALB,m,18-59,0,2021
ALB,m,60+,0,2021
ARE,f,0-4,0,2021
ARE,f,5-11,7,2021
ARE,f,12-17,0,2021
ARE,f,18-59,9,2021
ARE,f,60+,0,2021
ARE,m,0-4,0,2021
ARE,m,5-11,0,2021
ARE,m,12-17,0,2021
ARE,m,18-59,9,2021
ARE,m,60+,5,2021
ARE,f,0-4,0,2021
ARE,f,5-11,0,2021
ARE,f,12-17,5,2021
ARE,f,18-59,0,2021
ARE,f,60+,0,2021
ARE,m,0-4,0,2021
ARE,m,5-11,0,2021
ARE,m,12-17,0,2021
ARE,m,18-59,0,2021
ARE,m,60+,0,2021
ARG,f,0-4,0,2021
ARG,f,5-11,0,2021
ARG,f,12-17,0,2021
ARG,f,18-59,5,2021
ARG,f,60+,0,2021
ARG,m,0-4,0,2021
ARG,m,5-11,0,2021
ARG,m,12-17,0,2021
ARG,m,18-59,7,2021
ARG,m,60+,0,2021
ARM,f,0-4,0,2021
ARM,f,5-11,0,2021
ARM,f,12-17,0,2021
ARM,f,18-59,0,2021
ARM,f,60+,0,2021
ARM,m,0-4,0,2021
ARM,m,5-11,0,2021
ARM,m,12-17,0,2021
ARM,m,18-59,5,2021
ARM,m,60+,0,2021
AUS,f,0-4,0,2021
AUS,f,5-11,0,2021
AUS,f,12-17,0,2021
AUS,f,18-59,0,2021
AUS,f,60+,0,2021
AUS,m,0-4,0,2021
AUS,m,5-11,0,2021
AUS,m,12-17,0,2021
AUS,m,18-59,0,2021
AUS,m,60+,0,2021
AUS,f,0-4,0,2021
AUS,f,5-11,0,2021
AUS,f,12-17,0,2021
AUS,f,18-59,0,2021
AUS,f,60+,0,2021
AUS,m,0-4,0,2021
AUS,m,5-11,0,2021
AUS,m,12-17,0,2021
AUS,m,18-59,0,2021
AUS,m,60+,0,2021
AUS,f,0-4,0,2021
AUS,f,5-11,0,2021
AUS,f,12-17,0,2021
AUS,f,18-59,0,2021
AUS,f,60+,0,2021
AUS,m,0-4,0,2021
AUS,m,5-11,0,2021
AUS,m,12-17,0,2021
AUS,m,18-59,0,2021
AUS,m,60+,0,2021
AUT,f,0-4,0,2021
AUT,f,5-11,0,2021
AUT,f,12-17,0,2021
AUT,f,18-59,0,2021
AUT,f,60+,0,2021
AUT,m,0-4,0,2021
AUT,m,5-11,0,2021
AUT,m,12-17,0,2021
AUT,m,18-59,0,2021
AUT,m,60+,0,2021
AUT,f,0-4,0,2021
AUT,f,5-11,0,2021
AUT,f,12-17,0,2021
AUT,f,18-59,0,2021
AUT,f,60+,0,2021
AUT,m,0-4,0,2021
AUT,m,5-11,0,2021
AUT,m,12-17,0,2021
AUT,m,18-59,0,2021
AUT,m,60+,0,2021
AZE,f,0-4,0,2021
AZE,f,5-11,0,2021
AZE,f,12-17,5,2021
AZE,f,18-59,7,2021
AZE,f,60+,0,2021
AZE,m,0-4,0,2021
AZE,m,5-11,0,2021
AZE,m,12-17,5,2021
AZE,m,18-59,9,2021
AZE,m,60+,0,2021
AZE,f,0-4,55,2021
AZE,f,5-11,65,2021
AZE,f,12-17,48,2021
AZE,f,18-59,290,2021
AZE,f,60+,8,2021
AZE,m,0-4,48,2021
AZE,m,5-11,85,2021
AZE,m,12-17,67,2021
AZE,m,18-59,497,2021
AZE,m,60+,26,2021
BEL,f,0-4,0,2021
BEL,f,5-11,0,2021
BEL,f,12-17,0,2021
BEL,f,18-59,0,2021
BEL,f,60+,0,2021
BEL,m,0-4,0,2021
BEL,m,5-11,0,2021
BEL,m,12-17,0,2021
BEL,m,18-59,0,2021
BEL,m,60+,0,2021
BEL,f,0-4,0,2021
BEL,f,5-11,0,2021
BEL,f,12-17,0,2021
BEL,f,18-59,0,2021
BEL,f,60+,0,2021
BEL,m,0-4,0,2021
BEL,m,5-11,0,2021
BEL,m,12-17,0,2021
BEL,m,18-59,0,2021
BEL,m,60+,0,2021
BGD,f,0-4,0,2021
BGD,f,5-11,0,2021
BGD,f,12-17,0,2021
BGD,f,18-59,5,2021
BGD,f,60+,0,2021
BGD,m,0-4,0,2021
BGD,m,5-11,0,2021
BGD,m,12-17,0,2021
BGD,m,18-59,0,2021
BGD,m,60+,0,2021
BGR,f,0-4,0,2021
BGR,f,5-11,0,2021
BGR,f,12-17,0,2021
BGR,f,18-59,0,2021
BGR,f,60+,0,2021
BGR,m,0-4,0,2021
BGR,m,5-11,0,2021
BGR,m,12-17,0,2021
BGR,m,18-59,0,2021
BGR,m,60+,0,2021
BGR,f,0-4,0,2021
BGR,f,5-11,0,2021
BGR,f,12-17,0,2021
BGR,f,18-59,0,2021
BGR,f,60+,0,2021
BGR,m,0-4,0,2021
BGR,m,5-11,0,2021
BGR,m,12-17,0,2021
BGR,m,18-59,0,2021
BGR,m,60+,0,2021
BIH,f,0-4,0,2021
BIH,f,5-11,0,2021
BIH,f,12-17,0,2021
BIH,f,18-59,5,2021
BIH,f,60+,0,2021
BIH,m,0-4,0,2021
BIH,m,5-11,0,2021
BIH,m,12-17,5,2021
BIH,m,18-59,15,2021
BIH,m,60+,0,2021
BIH,f,0-4,0,2021
BIH,f,5-11,0,2021
BIH,f,12-17,0,2021
BIH,f,18-59,0,2021
BIH,f,60+,0,2021
BIH,m,0-4,0,2021
BIH,m,5-11,0,2021
BIH,m,12-17,0,2021
BIH,m,18-59,0,2021
BIH,m,60+,0,2021
BLR,f,0-4,0,2021
BLR,f,5-11,0,2021
BLR,f,12-17,0,2021
BLR,f,18-59,0,2021
BLR,f,60+,0,2021
BLR,m,0-4,0,2021
BLR,m,5-11,0,2021
